1: nitrous oxide: Specified state points

Temperature, Pressure, Density, Int. Energy, Enthalpy, Entropy, Cv, Cp, Cp/Cv, Sound Speed, Comp. Factor, Heat of Vapor., Molar Mass, Therm. Cond., Viscosity, Vol. Expansivity
(K), (Pa), (kg/m^3), (J/kg), (J/kg), (J/kg-K), (J/kg-K), (J/kg-K), , (m/s), , (J/kg), , (W/m-K), (Pa-s), (1/K)
, , , , , , , , , , , , , , , 
252.0000000, 3025000.000, 1008.992943, 119355.8262, 122353.8650, 551.3333876, 903.0572200, 1960.971716, 2.171481134, 720.8682847, 0.06297697875, Undefined, 44.01288000, 0.1237634958, 0.0001454143683, 0.004188390107
252.0000000, 3050000.000, 1009.097362, 119329.9966, 122352.4998, 551.2296531, 903.0542220, 1960.482174, 2.170946247, 721.1220102, 0.06349087910, Undefined, 44.01288000, 0.1237878658, 0.0001454607000, 0.004185437938
252.0000000, 3075000.000, 1009.201681, 119304.1904, 122351.1532, 551.1260023, 903.0512668, 1959.993682, 2.170412416, 721.3755104, 0.06400467941, Undefined, 44.01288000, 0.1238122210, 0.0001455070074, 0.004182492114
252.0000000, 3100000.000, 1009.305902, 119278.4073, 122349.8250, 551.0224352, 903.0483541, 1959.506235, 2.169879637, 721.6287856, 0.06451837982, Undefined, 44.01288000, 0.1238365617, 0.0001455532907, 0.004179552613
252.0000000, 3125000.000, 1009.410024, 119252.6475, 122348.5153, 550.9189514, 903.0454838, 1959.019831, 2.169347907, 721.8818365, 0.06503198050, Undefined, 44.01288000, 0.1238608879, 0.0001455995499, 0.004176619411
252.0000000, 3150000.000, 1009.514047, 119226.9109, 122347.2241, 550.8155509, 903.0426558, 1958.534464, 2.168817222, 722.1346637, 0.06554548163, Undefined, 44.01288000, 0.1238851995, 0.0001456457851, 0.004173692486
252.0000000, 3175000.000, 1009.617973, 119201.1974, 122345.9512, 550.7122335, 903.0398699, 1958.050133, 2.168287579, 722.3872675, 0.06605888338, Undefined, 44.01288000, 0.1239094965, 0.0001456919964, 0.004170771815
252.0000000, 3200000.000, 1009.721800, 119175.5069, 122344.6967, 550.6089989, 903.0371260, 1957.566832, 2.167758972, 722.6396486, 0.06657218589, Undefined, 44.01288000, 0.1239337791, 0.0001457381837, 0.004167857376
252.0000000, 3225000.000, 1009.825530, 119149.8394, 122343.4604, 550.5058470, 903.0344240, 1957.084559, 2.167231400, 722.8918074, 0.06708538935, Undefined, 44.01288000, 0.1239580473, 0.0001457843471, 0.004164949146
252.0000000, 3250000.000, 1009.929162, 119124.1949, 122342.2424, 550.4027776, 903.0317637, 1956.603310, 2.166704858, 723.1437446, 0.06759849391, Undefined, 44.01288000, 0.1239823011, 0.0001458304868, 0.004162047103
252.0000000, 3275000.000, 1010.032697, 119098.5733, 122341.0426, 550.2997905, 903.0291450, 1956.123080, 2.166179343, 723.3954605, 0.06811149974, Undefined, 44.01288000, 0.1240065404, 0.0001458766027, 0.004159151224
252.0000000, 3300000.000, 1010.136135, 119072.9746, 122339.8610, 550.1968856, 903.0265678, 1955.643867, 2.165654851, 723.6469558, 0.06862440700, Undefined, 44.01288000, 0.1240307654, 0.0001459226949, 0.004156261488
252.0000000, 3325000.000, 1010.239476, 119047.3986, 122338.6975, 550.0940627, 903.0240318, 1955.165667, 2.165131379, 723.8982309, 0.06913721586, Undefined, 44.01288000, 0.1240549761, 0.0001459687634, 0.004153377873
252.0000000, 3350000.000, 1010.342720, 119021.8455, 122337.5520, 549.9913215, 903.0215370, 1954.688476, 2.164608923, 724.1492864, 0.06964992648, Undefined, 44.01288000, 0.1240791725, 0.0001460148084, 0.004150500356
252.0000000, 3375000.000, 1010.445868, 118996.3150, 122336.4246, 549.8886620, 903.0190833, 1954.212291, 2.164087479, 724.4001227, 0.07016253901, Undefined, 44.01288000, 0.1241033547, 0.0001460608299, 0.004147628917
252.0000000, 3400000.000, 1010.548920, 118970.8072, 122335.3153, 549.7860839, 903.0166705, 1953.737109, 2.163567044, 724.6507404, 0.07067505363, Undefined, 44.01288000, 0.1241275226, 0.0001461068279, 0.004144763532
252.0000000, 3425000.000, 1010.651876, 118945.3220, 122334.2238, 549.6835871, 903.0142985, 1953.262925, 2.163047615, 724.9011400, 0.07118747049, Undefined, 44.01288000, 0.1241516763, 0.0001461528024, 0.004141904182
252.0000000, 3450000.000, 1010.754736, 118919.8594, 122333.1503, 549.5811713, 903.0119671, 1952.789736, 2.162529188, 725.1513220, 0.07169978975, Undefined, 44.01288000, 0.1241758159, 0.0001461987536, 0.004139050845
252.0000000, 3475000.000, 1010.857500, 118894.4192, 122332.0947, 549.4788365, 903.0096762, 1952.317539, 2.162011760, 725.4012868, 0.07221201157, Undefined, 44.01288000, 0.1241999413, 0.0001462446816, 0.004136203498
252.0000000, 3500000.000, 1010.960169, 118869.0016, 122331.0569, 549.3765824, 903.0074256, 1951.846331, 2.161495327, 725.6510351, 0.07272413612, Undefined, 44.01288000, 0.1242240526, 0.0001462905862, 0.004133362122
252.0000000, 3525000.000, 1011.062743, 118843.6063, 122330.0369, 549.2744089, 903.0052154, 1951.376107, 2.160979886, 725.9005672, 0.07323616355, Undefined, 44.01288000, 0.1242481498, 0.0001463364677, 0.004130526694
252.0000000, 3550000.000, 1011.165222, 118818.2335, 122329.0346, 549.1723158, 903.0030452, 1950.906865, 2.160465433, 726.1498838, 0.07374809401, Undefined, 44.01288000, 0.1242722330, 0.0001463823260, 0.004127697194
252.0000000, 3575000.000, 1011.267607, 118792.8829, 122328.0500, 549.0703029, 903.0009150, 1950.438601, 2.159951965, 726.3989852, 0.07425992767, Undefined, 44.01288000, 0.1242963021, 0.0001464281612, 0.004124873601
252.0000000, 3600000.000, 1011.369897, 118767.5546, 122327.0832, 548.9683700, 902.9988247, 1949.971311, 2.159439479, 726.6478720, 0.07477166469, Undefined, 44.01288000, 0.1243203573, 0.0001464739734, 0.004122055895
252.0000000, 3625000.000, 1011.472093, 118742.2486, 122326.1339, 548.8665171, 902.9967741, 1949.504993, 2.158927971, 726.8965447, 0.07528330522, Undefined, 44.01288000, 0.1243443985, 0.0001465197625, 0.004119244053
252.0000000, 3650000.000, 1011.574194, 118716.9647, 122325.2022, 548.7647438, 902.9947631, 1949.039643, 2.158417438, 727.1450037, 0.07579484941, Undefined, 44.01288000, 0.1243684258, 0.0001465655288, 0.004116438057
252.0000000, 3675000.000, 1011.676202, 118691.7029, 122324.2881, 548.6630501, 902.9927916, 1948.575257, 2.157907876, 727.3932496, 0.07630629743, Undefined, 44.01288000, 0.1243924391, 0.0001466112722, 0.004113637886
252.0000000, 3700000.000, 1011.778117, 118666.4633, 122323.3915, 548.5614357, 902.9908594, 1948.111833, 2.157399283, 727.6412828, 0.07681764943, Undefined, 44.01288000, 0.1244164386, 0.0001466569927, 0.004110843518
252.0000000, 3725000.000, 1011.879938, 118641.2456, 122322.5124, 548.4599006, 902.9889664, 1947.649366, 2.156891655, 727.8891039, 0.07732890556, Undefined, 44.01288000, 0.1244404243, 0.0001467026905, 0.004108054934
252.0000000, 3750000.000, 1011.981665, 118616.0500, 122321.6507, 548.3584444, 902.9871125, 1947.187854, 2.156384989, 728.1367132, 0.07784006598, Undefined, 44.01288000, 0.1244643961, 0.0001467483656, 0.004105272114
252.0000000, 3775000.000, 1012.083300, 118590.8763, 122320.8064, 548.2570672, 902.9852976, 1946.727294, 2.155879281, 728.3841113, 0.07835113085, Undefined, 44.01288000, 0.1244883541, 0.0001467940179, 0.004102495037
252.0000000, 3800000.000, 1012.184842, 118565.7245, 122319.9795, 548.1557686, 902.9835215, 1946.267682, 2.155374528, 728.6312987, 0.07886210031, Undefined, 44.01288000, 0.1245122984, 0.0001468396477, 0.004099723684
252.0000000, 3825000.000, 1012.286291, 118540.5945, 122319.1698, 548.0545486, 902.9817841, 1945.809014, 2.154870728, 728.8782759, 0.07937297451, Undefined, 44.01288000, 0.1245362290, 0.0001468852549, 0.004096958035
252.0000000, 3850000.000, 1012.387648, 118515.4863, 122318.3775, 547.9534069, 902.9800853, 1945.351288, 2.154367876, 729.1250432, 0.07988375362, Undefined, 44.01288000, 0.1245601458, 0.0001469308396, 0.004094198070
252.0000000, 3875000.000, 1012.488913, 118490.3999, 122317.6023, 547.8523435, 902.9784250, 1944.894501, 2.153865970, 729.3716013, 0.08039443779, Undefined, 44.01288000, 0.1245840490, 0.0001469764018, 0.004091443769
252.0000000, 3900000.000, 1012.590086, 118465.3352, 122316.8444, 547.7513581, 902.9768030, 1944.438649, 2.153365006, 729.6179505, 0.08090502716, Undefined, 44.01288000, 0.1246079385, 0.0001470219416, 0.004088695112
252.0000000, 3925000.000, 1012.691167, 118440.2922, 122316.1036, 547.6504505, 902.9752192, 1943.983729, 2.152864982, 729.8640913, 0.08141552188, Undefined, 44.01288000, 0.1246318144, 0.0001470674591, 0.004085952081
252.0000000, 3950000.000, 1012.792156, 118415.2708, 122315.3800, 547.5496207, 902.9736735, 1943.529738, 2.152365894, 730.1100243, 0.08192592212, Undefined, 44.01288000, 0.1246556767, 0.0001471129542, 0.004083214655
252.0000000, 3975000.000, 1012.893054, 118390.2709, 122314.6734, 547.4488684, 902.9721658, 1943.076672, 2.151867738, 730.3557498, 0.08243622801, Undefined, 44.01288000, 0.1246795255, 0.0001471584271, 0.004080482816
252.0000000, 4000000.000, 1012.993861, 118365.2926, 122313.9839, 547.3481935, 902.9706960, 1942.624529, 2.151370513, 730.6012684, 0.08294643971, Undefined, 44.01288000, 0.1247033607, 0.0001472038777, 0.004077756544
252.0000000, 4025000.000, 1013.094577, 118340.3358, 122313.3114, 547.2475958, 902.9692638, 1942.173306, 2.150874215, 730.8465804, 0.08345655736, Undefined, 44.01288000, 0.1247271824, 0.0001472493062, 0.004075035820
252.0000000, 4050000.000, 1013.195202, 118315.4004, 122312.6558, 547.1470752, 902.9678693, 1941.722999, 2.150378840, 731.0916865, 0.08396658112, Undefined, 44.01288000, 0.1247509907, 0.0001472947126, 0.004072320625
252.0000000, 4075000.000, 1013.295737, 118290.4864, 122312.0172, 547.0466315, 902.9665123, 1941.273605, 2.149884385, 731.3365869, 0.08447651114, Undefined, 44.01288000, 0.1247747855, 0.0001473400970, 0.004069610940
252.0000000, 4100000.000, 1013.396181, 118265.5937, 122311.3954, 546.9462645, 902.9651927, 1940.825122, 2.149390849, 731.5812822, 0.08498634756, Undefined, 44.01288000, 0.1247985668, 0.0001473854593, 0.004066906747
252.0000000, 4125000.000, 1013.496536, 118240.7224, 122310.7906, 546.8459742, 902.9639103, 1940.377546, 2.148898227, 731.8257729, 0.08549609053, Undefined, 44.01288000, 0.1248223348, 0.0001474307996, 0.004064208026
252.0000000, 4150000.000, 1013.596800, 118215.8723, 122310.2025, 546.7457602, 902.9626651, 1939.930873, 2.148406516, 732.0700594, 0.08600574019, Undefined, 44.01288000, 0.1248460894, 0.0001474761181, 0.004061514759
252.0000000, 4175000.000, 1013.696974, 118191.0434, 122309.6312, 546.6456225, 902.9614568, 1939.485102, 2.147915714, 732.3141421, 0.08651529670, Undefined, 44.01288000, 0.1248698306, 0.0001475214147, 0.004058826928
252.0000000, 4200000.000, 1013.797059, 118166.2357, 122309.0767, 546.5455609, 902.9602855, 1939.040229, 2.147425817, 732.5580215, 0.08702476020, Undefined, 44.01288000, 0.1248935586, 0.0001475666894, 0.004056144513
252.0000000, 4225000.000, 1013.897054, 118141.4491, 122308.5389, 546.4455753, 902.9591510, 1938.596251, 2.146936823, 732.8016980, 0.08753413083, Undefined, 44.01288000, 0.1249172732, 0.0001476119425, 0.004053467496
252.0000000, 4250000.000, 1013.996961, 118116.6837, 122308.0177, 546.3456654, 902.9580531, 1938.153165, 2.146448728, 733.0451722, 0.08804340874, Undefined, 44.01288000, 0.1249409746, 0.0001476571737, 0.004050795860
252.0000000, 4275000.000, 1014.096778, 118091.9392, 122307.5132, 546.2458313, 902.9569918, 1937.710968, 2.145961530, 733.2884444, 0.08855259408, Undefined, 44.01288000, 0.1249646628, 0.0001477023834, 0.004048129586
252.0000000, 4300000.000, 1014.196506, 118067.2157, 122307.0253, 546.1460725, 902.9559670, 1937.269657, 2.145475225, 733.5315151, 0.08906168699, Undefined, 44.01288000, 0.1249883377, 0.0001477475714, 0.004045468655
252.0000000, 4325000.000, 1014.296146, 118042.5132, 122306.5539, 546.0463891, 902.9549785, 1936.829229, 2.144989811, 733.7743847, 0.08957068762, Undefined, 44.01288000, 0.1250119995, 0.0001477927378, 0.004042813050
252.0000000, 4350000.000, 1014.395698, 118017.8316, 122306.0990, 545.9467809, 902.9540261, 1936.389681, 2.144505285, 734.0170537, 0.09007959610, Undefined, 44.01288000, 0.1250356481, 0.0001478378827, 0.004040162753
252.0000000, 4375000.000, 1014.495161, 117993.1709, 122305.6607, 545.8472477, 902.9531099, 1935.951011, 2.144021644, 734.2595225, 0.09058841258, Undefined, 44.01288000, 0.1250592836, 0.0001478830061, 0.004037517746
252.0000000, 4400000.000, 1014.594536, 117968.5310, 122305.2388, 545.7477894, 902.9522297, 1935.513215, 2.143538884, 734.5017916, 0.09109713721, Undefined, 44.01288000, 0.1250829059, 0.0001479281081, 0.004034878011
252.0000000, 4425000.000, 1014.693823, 117943.9119, 122304.8333, 545.6484058, 902.9513853, 1935.076291, 2.143057004, 734.7438613, 0.09160577012, Undefined, 44.01288000, 0.1251065153, 0.0001479731887, 0.004032243530
252.0000000, 4450000.000, 1014.793023, 117919.3135, 122304.4442, 545.5490967, 902.9505767, 1934.640235, 2.142576000, 734.9857322, 0.09211431146, Undefined, 44.01288000, 0.1251301115, 0.0001480182480, 0.004029614286
252.0000000, 4475000.000, 1014.892135, 117894.7358, 122304.0714, 545.4498621, 902.9498038, 1934.205045, 2.142095869, 735.2274047, 0.09262276137, Undefined, 44.01288000, 0.1251536947, 0.0001480632860, 0.004026990261
252.0000000, 4500000.000, 1014.991160, 117870.1788, 122303.7149, 545.3507017, 902.9490664, 1933.770718, 2.141616609, 735.4688791, 0.09313112000, Undefined, 44.01288000, 0.1251772650, 0.0001481083028, 0.004024371438
252.0000000, 4525000.000, 1015.090098, 117845.6424, 122303.3748, 545.2516154, 902.9483644, 1933.337250, 2.141138216, 735.7101560, 0.09363938747, Undefined, 44.01288000, 0.1252008222, 0.0001481532984, 0.004021757799
252.0000000, 4550000.000, 1015.188949, 117821.1265, 122303.0508, 545.1526031, 902.9476978, 1932.904641, 2.140660689, 735.9512358, 0.09414756393, Undefined, 44.01288000, 0.1252243666, 0.0001481982728, 0.004019149328
252.0000000, 4575000.000, 1015.287713, 117796.6312, 122302.7431, 545.0536646, 902.9470663, 1932.472885, 2.140184023, 736.1921188, 0.09465564953, Undefined, 44.01288000, 0.1252478980, 0.0001482432261, 0.004016546006
252.0000000, 4600000.000, 1015.386390, 117772.1564, 122302.4515, 544.9547997, 902.9464699, 1932.041981, 2.139708217, 736.4328055, 0.09516364439, Undefined, 44.01288000, 0.1252714165, 0.0001482881584, 0.004013947817
252.0000000, 4625000.000, 1015.484982, 117747.7020, 122302.1760, 544.8560083, 902.9459086, 1931.611926, 2.139233267, 736.6732964, 0.09567154867, Undefined, 44.01288000, 0.1252949221, 0.0001483330696, 0.004011354744
252.0000000, 4650000.000, 1015.583487, 117723.2680, 122301.9167, 544.7572903, 902.9453821, 1931.182717, 2.138759171, 736.9135918, 0.09617936249, Undefined, 44.01288000, 0.1253184149, 0.0001483779599, 0.004008766770
252.0000000, 4675000.000, 1015.681906, 117698.8544, 122301.6734, 544.6586455, 902.9448904, 1930.754352, 2.138285926, 737.1536922, 0.09668708600, Undefined, 44.01288000, 0.1253418949, 0.0001484228293, 0.004006183877
252.0000000, 4700000.000, 1015.780239, 117674.4611, 122301.4461, 544.5600738, 902.9444334, 1930.326826, 2.137813530, 737.3935981, 0.09719471933, Undefined, 44.01288000, 0.1253653620, 0.0001484676778, 0.004003606049
252.0000000, 4725000.000, 1015.878487, 117650.0880, 122301.2349, 544.4615750, 902.9440109, 1929.900139, 2.137341979, 737.6333097, 0.09770226263, Undefined, 44.01288000, 0.1253888165, 0.0001485125055, 0.004001033270
252.0000000, 4750000.000, 1015.976649, 117625.7353, 122301.0396, 544.3631490, 902.9436229, 1929.474287, 2.136871271, 737.8728276, 0.09820971602, Undefined, 44.01288000, 0.1254122581, 0.0001485573124, 0.003998465522
252.0000000, 4775000.000, 1016.074726, 117601.4027, 122300.8602, 544.2647956, 902.9432692, 1929.049267, 2.136401403, 738.1121521, 0.09871707965, Undefined, 44.01288000, 0.1254356871, 0.0001486020986, 0.003995902790
252.0000000, 4800000.000, 1016.172717, 117577.0902, 122300.6967, 544.1665146, 902.9429497, 1928.625077, 2.135932372, 738.3512837, 0.09922435365, Undefined, 44.01288000, 0.1254591033, 0.0001486468641, 0.003993345055
252.0000000, 4825000.000, 1016.270624, 117552.7979, 122300.5490, 544.0683060, 902.9426644, 1928.201713, 2.135464177, 738.5902228, 0.09973153816, Undefined, 44.01288000, 0.1254825069, 0.0001486916089, 0.003990792303
252.0000000, 4850000.000, 1016.368446, 117528.5257, 122300.4172, 543.9701696, 902.9424132, 1927.779174, 2.134996813, 738.8289698, 0.1002386333, Undefined, 44.01288000, 0.1255058979, 0.0001487363332, 0.003988244517
252.0000000, 4875000.000, 1016.466184, 117504.2735, 122300.3012, 543.8721053, 902.9421958, 1927.357457, 2.134530279, 739.0675251, 0.1007456392, Undefined, 44.01288000, 0.1255292762, 0.0001487810369, 0.003985701680
252.0000000, 4900000.000, 1016.563837, 117480.0413, 122300.2009, 543.7741128, 902.9420123, 1926.936559, 2.134064572, 739.3058891, 0.1012525561, Undefined, 44.01288000, 0.1255526420, 0.0001488257200, 0.003983163777
252.0000000, 4925000.000, 1016.661406, 117455.8290, 122300.1164, 543.6761921, 902.9418625, 1926.516477, 2.133599689, 739.5440623, 0.1017593840, Undefined, 44.01288000, 0.1255759951, 0.0001488703828, 0.003980630791
252.0000000, 4950000.000, 1016.758891, 117431.6367, 122300.0475, 543.5783430, 902.9417463, 1926.097209, 2.133135628, 739.7820449, 0.1022661230, Undefined, 44.01288000, 0.1255993358, 0.0001489150251, 0.003978102706
252.0000000, 4975000.000, 1016.856293, 117407.4643, 122299.9943, 543.4805654, 902.9416636, 1925.678752, 2.132672385, 740.0198375, 0.1027727734, Undefined, 44.01288000, 0.1256226639, 0.0001489596470, 0.003975579506
252.0000000, 5000000.000, 1016.953610, 117383.3116, 122299.9568, 543.3828591, 902.9416144, 1925.261103, 2.132209960, 740.2574405, 0.1032793352, Undefined, 44.01288000, 0.1256459795, 0.0001490042485, 0.003973061175
253.0000000, 100000.0000, 2.111557644, 383243.8672, 430602.2712, 2288.277796, 644.9200723, 841.5609516, 1.304907364, 247.4472671, 0.9908813389, Undefined, 44.01288000, 0.01138574762, 0.000009743789228, 0.004069900787
253.0000000, 125000.0000, 2.645597444, 383001.5323, 430249.8392, 2245.161844, 646.3211703, 844.9838832, 1.307374603, 247.0998640, 0.9885777742, Undefined, 44.01288000, 0.01137344722, 0.000009753300518, 0.004100392550
253.0000000, 150000.0000, 3.182163544, 382757.7000, 429895.4407, 2209.750708, 647.7498021, 848.4717944, 1.309875806, 246.7506213, 0.9862643940, Undefined, 44.01288000, 0.01136167833, 0.000009762873362, 0.004131369361
253.0000000, 175000.0000, 3.721290324, 382512.3499, 429539.0489, 2179.654369, 649.2063481, 852.0260203, 1.312411720, 246.3995100, 0.9839410652, Undefined, 44.01288000, 0.01135044928, 0.000009772508665, 0.004162842577
253.0000000, 200000.0000, 4.263012950, 382265.4615, 429180.6368, 2153.446156, 650.6911974, 855.6479367, 1.314983113, 246.0465006, 0.9816076520, Undefined, 44.01288000, 0.01133976858, 0.000009782207348, 0.004194823923
253.0000000, 225000.0000, 4.807367395, 382017.0134, 428820.1765, 2130.205801, 652.2047482, 859.3389623, 1.317590779, 245.6915630, 0.9792640154, Undefined, 44.01288000, 0.01132964495, 0.000009791970355, 0.004227325507
253.0000000, 250000.0000, 5.354390470, 381766.9841, 428457.6395, 2109.304916, 653.7474078, 863.1005604, 1.320235538, 245.3346664, 0.9769100132, Undefined, 44.01288000, 0.01132008729, 0.000009801798655, 0.004260359838
253.0000000, 275000.0000, 5.904119850, 381515.3514, 428092.9967, 2090.295266, 655.3195932, 866.9342403, 1.322918236, 244.9757792, 0.9745455001, Undefined, 44.01288000, 0.01131110478, 0.000009811693235, 0.004293939839
253.0000000, 300000.0000, 6.456594100, 381262.0926, 427726.2183, 2072.845858, 656.9217314, 870.8415597, 1.325639750, 244.6148693, 0.9721703270, Undefined, 44.01288000, 0.01130270681, 0.000009821655112, 0.004328078871
253.0000000, 325000.0000, 7.011852709, 381007.1844, 427357.2738, 2056.705307, 658.5542594, 874.8241266, 1.328400985, 244.2519038, 0.9697843417, Undefined, 44.01288000, 0.01129490305, 0.000009831685322, 0.004362790746
253.0000000, 350000.0000, 7.569936118, 380750.6030, 426986.1319, 2041.678178, 660.2176250, 878.8836014, 1.331202876, 243.8868488, 0.9673873882, Undefined, 44.01288000, 0.01128770344, 0.000009841784929, 0.004398089749
253.0000000, 375000.0000, 8.130885753, 380492.3241, 426612.7606, 2027.609515, 661.9122867, 883.0216989, 1.334046393, 243.5196701, 0.9649793067, Undefined, 44.01288000, 0.01128111822, 0.000009851955026, 0.004433990662
253.0000000, 400000.0000, 8.694744059, 380232.3227, 426237.1272, 2014.374377, 663.6387147, 887.2401913, 1.336932538, 243.1503324, 0.9625599336, Undefined, 44.01288000, 0.01127515790, 0.000009862196727, 0.004470508779
253.0000000, 425000.0000, 9.261554534, 379970.5733, 425859.1979, 2001.870544, 665.3973905, 891.5409100, 1.339862348, 242.7787994, 0.9601291012, Undefined, 44.01288000, 0.01126983335, 0.000009872511181, 0.004507659936
253.0000000, 450000.0000, 9.831361768, 379707.0494, 425478.9385, 1990.013316, 667.1888080, 895.9257486, 1.342836897, 242.4050344, 0.9576866378, Undefined, 44.01288000, 0.01126515573, 0.000009882899561, 0.004545460531
253.0000000, 475000.0000, 10.40421148, 379441.7244, 425096.3135, 1978.731720, 669.0134734, 900.3966656, 1.345857298, 242.0289995, 0.9552323672, Undefined, 44.01288000, 0.01126113657, 0.000009893363074, 0.004583927553
253.0000000, 500000.0000, 10.98015056, 379174.5706, 424711.2868, 1967.965687, 670.8719060, 904.9556875, 1.348924704, 241.6506558, 0.9527661090, Undefined, 44.01288000, 0.01125778775, 0.000009903902956, 0.004623078607
253.0000000, 525000.0000, 11.55922712, 378905.5597, 424323.8212, 1957.663925, 672.7646386, 909.6049114, 1.352040311, 241.2699638, 0.9502876779, Undefined, 44.01288000, 0.01125512153, 0.000009914520477, 0.004662931944
253.0000000, 550000.0000, 12.14149050, 378634.6626, 423933.8786, 1947.782283, 674.6922179, 914.3465089, 1.355205358, 240.8868827, 0.9477968842, Undefined, 44.01288000, 0.01125315055, 0.000009925216939, 0.004703506491
253.0000000, 575000.0000, 12.72699136, 378361.8497, 423541.4199, 1938.282475, 676.6552050, 919.1827290, 1.358421131, 240.5013708, 0.9452935329, Undefined, 44.01288000, 0.01125188790, 0.000009935993681, 0.004744821886
253.0000000, 600000.0000, 13.31578173, 378087.0903, 423146.4050, 1929.131086, 678.6541760, 924.1159022, 1.361688964, 240.1133853, 0.9427774239, Undefined, 44.01288000, 0.01125134704, 0.000009946852076, 0.004786898506
253.0000000, 625000.0000, 13.90791500, 377810.3529, 422748.7927, 1920.298773, 680.6897226, 929.1484439, 1.365010243, 239.7228825, 0.9402483521, Undefined, 44.01288000, 0.01125154192, 0.000009957793538, 0.004829757509
253.0000000, 650000.0000, 14.50344605, 377531.6055, 422348.5405, 1911.759624, 682.7624526, 934.2828591, 1.368386407, 239.3298172, 0.9377061065, Undefined, 44.01288000, 0.01125248694, 0.000009968819517, 0.004873420872
253.0000000, 675000.0000, 15.10243126, 377250.8147, 421945.6051, 1903.490641, 684.8729906, 939.5217460, 1.371818949, 238.9341434, 0.9351504705, Undefined, 44.01288000, 0.01125419701, 0.000009979931504, 0.004917911427
253.0000000, 700000.0000, 15.70492856, 376967.9466, 421539.9417, 1895.471312, 687.0219784, 944.8678014, 1.375309424, 238.5358137, 0.9325812217, Undefined, 44.01288000, 0.01125668751, 0.000009991131034, 0.004963252912
253.0000000, 725000.0000, 16.31099754, 376682.9661, 421131.5044, 1887.683265, 689.2100762, 950.3238249, 1.378859448, 238.1347793, 0.9299981312, Undefined, 44.01288000, 0.01125997439, 0.00001000241968, 0.005009470007
253.0000000, 750000.0000, 16.92069946, 376395.8372, 420720.2460, 1880.109974, 691.4379627, 955.8927245, 1.382470700, 237.7309903, 0.9274009640, Undefined, 44.01288000, 0.01126407416, 0.00001001379908, 0.005056588394
253.0000000, 775000.0000, 17.53409738, 376106.5228, 420306.1177, 1872.736517, 693.7063364, 961.5775218, 1.386144931, 237.3243953, 0.9247894781, Undefined, 44.01288000, 0.01126900389, 0.00001002527089, 0.005104634799
253.0000000, 800000.0000, 18.15125614, 375814.9850, 419889.0696, 1865.549372, 696.0159160, 967.3813583, 1.389883961, 236.9149415, 0.9221634247, Undefined, 44.01288000, 0.01127478128, 0.00001003683683, 0.005153637054
253.0000000, 825000.0000, 18.77224255, 375521.1843, 419469.0503, 1858.536242, 698.3674414, 973.3075011, 1.393689687, 236.5025747, 0.9195225478, Undefined, 44.01288000, 0.01128142466, 0.00001004849868, 0.005203624154
253.0000000, 850000.0000, 19.39712536, 375225.0804, 419046.0067, 1851.685910, 700.7616745, 979.3593501, 1.397564087, 236.0872391, 0.9168665838, Undefined, 44.01288000, 0.01128895306, 0.00001006025826, 0.005254626316
253.0000000, 875000.0000, 20.02597542, 374926.6317, 418619.8842, 1844.988109, 703.1994004, 985.5404444, 1.401509222, 235.6688771, 0.9141952612, Undefined, 44.01288000, 0.01129738619, 0.00001007211745, 0.005306675052
253.0000000, 900000.0000, 20.65886574, 374625.7953, 418190.6266, 1838.433421, 705.6814277, 991.8544706, 1.405527242, 235.2474297, 0.9115083003, Undefined, 44.01288000, 0.01130674451, 0.00001008407820, 0.005359803238
253.0000000, 925000.0000, 21.29587157, 374322.5270, 417758.1759, 1832.013174, 708.2085905, 998.3052702, 1.409620391, 234.8228360, 0.9088054129, Undefined, 44.01288000, 0.01131704926, 0.00001009614249, 0.005414045188
253.0000000, 950000.0000, 21.93707055, 374016.7812, 417322.4723, 1825.719368, 710.7817487, 1004.896849, 1.413791013, 234.3950334, 0.9060863019, Undefined, 44.01288000, 0.01132832248, 0.00001010831241, 0.005469436738
253.0000000, 975000.0000, 22.58254272, 373708.5109, 416883.4541, 1819.544603, 713.4017894, 1011.633384, 1.418041557, 233.9639572, 0.9033506610, Undefined, 44.01288000, 0.01134058709, 0.00001012059007, 0.005526015333
253.0000000, 1000000.000, 23.23237074, 373397.6675, 416441.0578, 1813.482016, 716.0696282, 1018.519238, 1.422374581, 233.5295408, 0.9005981739, Undefined, 44.01288000, 0.01135386690, 0.00001013297767, 0.005583820121
253.0000000, 1025000.000, 23.88663991, 373084.2010, 415995.2176, 1807.525225, 718.7862103, 1025.558964, 1.426792764, 233.0917156, 0.8978285143, Undefined, 44.01288000, 0.01136818667, 0.00001014547750, 0.005642892051
253.0000000, 1050000.000, 24.54543838, 372768.0596, 415545.8656, 1801.668286, 721.5525122, 1032.757321, 1.431298906, 232.6504107, 0.8950413454, Undefined, 44.01288000, 0.01138357217, 0.00001015809189, 0.005703273983
253.0000000, 1075000.000, 25.20885720, 372449.1899, 415092.9318, 1795.905648, 724.3695427, 1040.119286, 1.435895941, 232.2055531, 0.8922363190, Undefined, 44.01288000, 0.01140005020, 0.00001017082327, 0.005765010801
